p,r,w,v,T
13,0,25,2,135
9,1,25,4,104
16,4,25,2,143
18,5,25,2,126
21,3,25,1,176
14,5,25,2,106
17,7,25,2,115
13,8,17,2,106
7,6,25,1,143
17,2,25,1,179
14,4,21,1,149
10,10,25,1,118
7,21,18,1,150
13,8,20,2,128
26,7,25,1,130
11,15,23,1,177
22,4,25,2,108
16,6,24,1,134
12,18,25,4,167
17,11,25,1,185
13,35,25,4,175
14,25,25,1,162
5,39,19,1,142
17,40,25,1,131
15,3,25,2,193
15,9,25,1,145
17,19,25,2,177
19,13,25,2,102
18,20,25,1,179
11,17,19,2,117
13,18,18,4,173
18,7,25,1,152
11,56,25,1,115
13,4,25,2,134
19,12,25,1,195
14,8,25,1,119
12,21,25,1,147
12,13,19,1,170
19,33,25,2,108
19,23,25,4,155
12,47,25,1,127
20,24,25,1,189
13,74,25,1,116
21,10,25,2,122
18,5,25,1,199
10,53,21,4,163
7,81,25,2,120
18,16,25,1,149
18,28,25,1,103
8,43,18,2,142
19,44,24,1,143
23,30,25,2,135
16,46,25,1,104
17,54,25,2,155
15,55,25,4,171
13,6,25,1,100
11,26,21,1,107
23,20,25,1,163
6,7,22,1,151
11,60,25,4,169
14,70,25,1,138
20,62,25,4,119
9,22,22,1,119
10,15,25,1,101
15,15,25,1,157
17,114,25,4,137
6,68,25,1,101
14,78,25,4,196
14,80,25,1,142
21,61,25,4,160
15,8,25,1,200
21,73,25,2,189
13,42,25,1,128
7,53,25,4,153
22,17,25,1,119
12,9,20,1,142
12,56,15,1,190
16,90,25,2,143
13,18,17,1,173
17,58,25,2,132
20,37,25,2,139
22,83,25,2,128
16,84,25,1,178
13,29,18,1,146
17,147,25,1,125
9,149,16,2,193
20,10,25,2,193
18,76,25,2,181
21,21,25,1,117
21,104,25,1,173
9,11,23,1,145
12,106,23,2,139
13,43,25,1,120
15,82,25,4,117
16,44,25,1,101
19,11,25,1,159
7,98,16,1,112
11,71,15,1,109
17,100,25,4,176
13,101,17,4,198
13,88,25,1,133
15,103,25,1,132
18,24,19,1,144
18,24,25,2,127
14,12,25,1,102
19,92,25,1,121
24,12,25,1,146
18,63,25,4,201
20,111,25,1,168
12,25,25,2,188
10,51,18,2,175
20,52,25,4,177
13,82,25,1,127
11,13,25,1,144
17,83,25,1,106
25,118,25,2,185
17,68,25,2,136
16,14,22,1,175
13,121,18,1,173
22,139,25,1,124
17,14,21,1,166
13,141,25,2,127
13,57,23,2,134
15,216,25,1,102
17,44,25,4,166
10,146,25,1,110
12,129,25,1,140
17,30,20,1,198
16,30,21,1,185
16,30,25,4,135
13,95,17,1,172
14,61,18,1,188
17,15,19,1,104
16,62,24,1,183
21,31,25,1,105
18,118,25,2,168
11,159,25,4,115
9,120,25,1,152
21,32,25,2,127
19,163,25,2,139
18,65,25,1,162
7,144,25,4,152
16,17,22,2,126
16,84,25,1,166
13,51,25,4,173
13,254,20,1,197
10,51,25,2,101
22,258,25,1,110
21,108,25,1,178
17,17,22,1,109
15,35,25,1,120
11,88,21,1,196
10,53,25,1,160
9,179,17,1,168
19,113,25,2,195
20,54,22,1,192
18,114,25,1,185
6,18,25,4,111
20,18,25,1,180
8,93,15,4,124
15,117,21,2,149
6,94,15,1,131
8,76,16,2,100
13,119,25,4,141
16,192,25,1,175
15,289,25,2,159
12,58,25,1,193
11,146,25,2,168
17,98,25,2,196
8,79,25,2,152
6,80,25,2,186
15,150,25,1,177
14,80,25,1,140
17,61,25,1,123
11,305,16,1,192
10,307,25,2,116
15,309,25,4,200
16,83,25,2,198
19,62,25,2,199
24,183,25,4,201
17,210,25,4,172
16,159,25,1,174
11,43,15,2,174
9,64,25,4,196
13,134,25,2,184
11,108,25,1,200
14,22,25,2,119
18,164,25,2,130
16,44,25,1,110
13,66,23,1,128
12,67,25,4,156
20,140,25,1,190
14,90,25,1,111
15,113,25,1,159
13,199,25,1,100
19,143,25,1,183
17,92,25,1,186
10,144,25,1,106
9,93,25,4,127
17,145,25,2,119
16,23,25,1,126
14,176,25,4,170
15,354,25,2,193
18,237,22,2,162
14,209,25,1,122
11,48,20,1,130
10,72,25,1,100
11,242,19,4,152
10,182,25,1,146
14,98,23,2,126
20,123,25,1,130
16,99,25,2,168
8,25,18,1,109
20,374,24,1,118
14,50,25,2,103
19,189,24,2,201
17,76,21,1,121
11,254,25,1,191
19,127,25,4,135
13,128,16,2,200
8,193,25,1,176
4,258,25,2,164
8,104,25,4,175
11,163,25,4,152
13,196,25,2,181
14,395,25,1,114
14,165,25,4,165
9,199,18,4,201
8,133,15,4,179
19,402,25,2,185
