p,r,w,v,T
14,0,18,4,157
16,0,16,1,139
15,2,25,2,121
13,1,25,2,169
17,4,19,4,159
13,3,21,2,114
15,1,25,1,190
13,8,25,1,115
10,8,18,1,118
17,5,25,1,151
9,17,25,1,108
16,8,25,2,111
10,9,17,4,199
5,9,16,1,168
15,24,25,1,144
10,26,25,2,119
17,27,20,1,194
17,15,25,2,114
15,21,25,1,149
16,22,25,1,143
15,11,25,4,109
15,24,25,2,161
14,8,25,4,108
17,26,25,2,107
15,24,25,2,161
20,6,25,1,196
15,6,25,4,109
21,6,25,2,153
10,24,25,1,158
16,3,25,1,117
14,17,25,1,163
16,53,25,1,147
13,4,19,1,151
10,28,17,1,144
15,4,25,2,189
10,20,25,1,185
12,26,25,2,133
14,17,25,1,146
17,65,25,2,148
11,28,22,4,161
13,34,25,1,197
18,19,25,1,100
17,24,25,1,169
15,15,25,2,131
24,31,25,1,163
8,5,16,2,125
20,21,25,1,111
14,47,25,1,175
15,16,25,1,105
18,56,24,1,182
7,23,25,2,115
9,12,19,1,196
13,6,15,4,166
13,24,21,2,142
17,19,25,1,177
22,63,25,2,103
20,96,25,1,168
14,49,20,2,101
19,13,25,4,188
17,59,21,1,159
6,7,16,1,135
8,28,16,1,167
14,53,25,1,121
17,29,25,1,115
10,73,25,2,201
12,56,25,4,129
20,15,25,1,189
19,48,25,4,131
9,23,17,4,176
24,39,25,1,155
8,40,17,1,127
12,41,22,4,107
9,25,21,4,119
21,33,25,2,128
10,25,18,1,142
7,9,16,1,155
18,17,24,2,155
14,66,25,1,138
11,18,25,2,145
16,9,25,4,140
9,57,25,1,136
12,46,20,2,197
18,9,25,2,162
13,38,19,2,199
14,84,25,1,168
15,85,25,1,179
11,10,25,1,144
15,149,25,2,166
13,63,25,2,170
11,76,25,1,146
17,31,25,2,169
20,42,22,1,190
24,32,25,1,168
14,93,25,1,122
20,108,25,4,159
15,95,25,4,102
10,165,15,1,142
17,22,25,1,125
13,70,21,1,176
14,11,25,1,150
9,100,25,2,172
20,35,25,2,198
19,117,25,4,137
5,88,25,4,107
19,119,25,1,105
13,24,15,4,149
13,61,25,1,196
14,92,17,2,133
14,185,25,4,172
11,187,15,1,180
