p,r,w,v,T
11,0,25,4,165
10,1,25,1,159
21,2,25,2,161
23,5,25,2,127
10,2,24,4,200
12,4,16,2,155
21,3,25,1,120
15,8,25,1,112
10,14,25,1,199
20,5,25,1,134
7,12,16,4,162
18,11,25,2,167
18,6,25,4,122
12,8,17,4,106
15,8,25,4,155
14,13,22,1,131
17,14,25,4,143
24,15,25,2,186
17,13,25,2,137
9,11,25,4,147
10,15,25,4,175
15,37,25,1,106
8,5,19,4,144
13,20,25,2,172
14,28,25,4,110
9,22,17,4,198
12,45,17,4,198
12,16,23,1,179
17,29,25,2,157
25,25,25,4,139
14,14,22,1,141
22,23,25,4,138
15,11,25,4,108
11,15,18,2,120
12,40,25,1,176
17,12,25,1,166
9,8,16,1,127
7,4,15,2,193
10,13,22,2,175
18,28,25,2,109
19,14,25,1,107
16,14,25,1,189
21,5,25,2,141
13,25,25,4,142
14,5,23,2,108
19,33,25,2,141
17,80,25,1,143
19,11,25,1,161
9,6,18,4,127
18,11,22,2,172
13,17,20,4,103
13,37,20,1,136
14,6,19,2,115
19,6,25,1,195
11,63,25,2,160
5,19,25,4,150
14,26,25,1,112
8,58,25,2,163
15,101,25,2,172
24,69,25,1,141
10,61,16,2,120
11,28,25,1,195
18,7,20,2,191
6,64,15,2,176
16,15,22,4,142
16,15,25,2,124
16,77,25,1,141
22,68,25,4,158
16,40,24,1,129
12,120,25,1,197
