p,r,w,v,T
18,0,20,2,177
14,0,25,2,105
14,4,17,1,113
4,4,23,1,157
11,7,17,1,196
11,4,15,2,193
16,4,25,1,172
16,1,25,2,122
20,5,25,1,194
16,1,21,1,128
5,11,15,2,130
19,7,25,1,192
20,4,25,1,200
17,6,25,1,126
3,25,15,1,144
16,5,25,1,180
14,17,25,2,174
19,4,25,2,165
9,16,25,1,104
13,2,25,1,160
12,12,25,1,151
18,22,25,1,170
10,11,23,1,181
19,28,25,4,158
16,18,25,1,119
14,45,25,1,105
16,24,25,1,160
13,13,25,4,155
20,34,25,4,160
12,22,23,4,105
11,14,25,4,190
9,23,18,1,185
19,4,25,1,181
15,12,25,1,119
27,12,25,2,180
13,13,18,4,158
8,65,17,1,129
19,39,25,2,179
18,46,25,2,117
15,47,25,1,110
23,30,25,2,126
18,5,25,1,147
17,15,25,1,136
15,52,22,4,125
8,40,18,4,189
17,22,25,2,180
12,49,25,2,101
8,35,20,4,154
16,17,25,1,143
22,44,22,4,155
15,38,25,2,195
10,92,25,2,112
15,6,25,4,188
15,13,25,1,167
20,57,25,4,181
19,13,24,2,107
9,20,17,4,195
20,69,25,4,174
13,21,18,2,153
15,14,25,1,113
5,22,23,1,123
14,29,25,2,195
16,7,25,4,108
11,38,25,4,189
10,68,19,1,156
14,24,25,1,134
10,80,15,2,119
7,61,16,1,106
17,51,23,1,155
16,62,25,1,190
23,8,25,1,199
21,9,25,1,176
20,17,24,2,192
9,66,18,1,152
14,134,23,1,122
14,27,25,1,143
18,18,25,1,193
16,37,25,1,154
16,19,25,2,194
17,10,21,4,114
15,19,21,2,168
19,147,25,4,130
18,20,25,1,152
14,30,25,1,197
8,10,25,4,119
8,77,25,4,164
20,65,25,1,141
11,52,25,1,113
18,42,25,2,142
22,107,25,1,198
14,43,25,2,155
15,82,25,1,150
15,69,25,1,134
19,34,25,2,157
10,99,22,2,117
8,86,17,1,191
13,87,25,1,182
21,88,25,1,118
19,177,25,2,130
18,179,25,2,121
19,36,25,4,138
13,12,25,1,142
18,25,24,1,130
20,124,25,1,101
11,125,25,2,144
18,95,25,1,112
7,192,25,4,192
15,65,25,4,133
14,98,25,2,111
11,26,25,4,174
10,100,21,1,104
14,13,25,1,127
11,135,15,1,176
15,119,25,4,197
16,206,22,1,164
12,121,15,2,139
19,14,25,1,151
20,14,25,1,117
15,213,25,4,169
12,90,25,1,129
22,72,25,2,150
20,73,25,1,104
20,74,25,1,131
8,74,16,2,186
16,224,25,1,160
11,113,20,1,144
10,228,16,4,170
8,31,21,1,117
10,31,15,1,190
20,78,25,1,138
21,63,25,1,192
12,158,16,1,198
18,119,25,4,101
18,80,25,1,172
17,65,25,2,198
10,122,20,1,134
13,246,25,1,139
8,33,19,2,100
16,104,21,1,142
17,147,25,1,159
14,127,25,2,163
10,51,25,4,125
8,257,16,1,182
12,86,19,2,134
11,52,19,1,115
13,262,25,2,123
10,70,18,4,139
15,89,24,4,189
12,71,25,4,158
14,36,19,2,198
11,72,25,2,197
14,91,15,1,164
12,160,25,1,125
17,115,25,2,111
20,139,25,1,111
17,56,25,2,136
7,141,25,2,166
16,76,20,2,169
20,19,25,1,106
15,96,21,4,133
16,289,25,4,105
22,39,25,1,102
11,171,25,1,149
17,197,25,2,163
16,59,25,1,136
14,80,25,1,183
6,60,18,1,173
23,151,25,2,155
14,203,21,4,194
9,20,25,2,100
12,179,25,1,172
14,206,25,1,147
19,130,25,4,117
15,157,25,2,164
9,84,25,1,129
21,21,25,1,154
19,186,25,2,164
23,85,25,2,128
15,64,25,4,116
12,324,25,2,109
8,163,25,2,155
18,218,25,1,170
19,44,25,1,139
20,221,25,2,193
17,166,25,1,136
15,167,25,1,151
8,90,25,4,172
24,169,25,1,118
20,142,25,1,119
14,228,22,2,128
21,92,25,4,120
18,23,25,1,104
6,116,25,1,155
18,204,22,4,137
11,23,25,2,126
16,71,25,4,129
16,148,25,1,161
13,149,25,2,123
21,72,25,1,152
16,120,25,1,127
12,48,25,4,150
11,24,15,1,129
29,152,25,1,163
9,214,16,2,100
14,25,25,2,101
17,124,25,2,189
12,373,25,2,101
17,25,25,1,151
14,50,25,2,102
14,25,25,1,193
18,76,25,1,118
14,159,25,1,168
14,384,25,4,134
22,26,25,4,134
18,387,25,1,169
6,130,15,2,111
15,163,25,2,167
12,229,22,1,189
12,263,20,1,148
16,231,25,4,153
15,232,21,1,183
10,233,17,4,173
16,54,22,1,106
11,108,18,4,153
9,405,25,1,108
23,407,25,2,135
23,273,21,1,144
16,110,25,1,126
13,172,25,1,196
19,173,25,1,185
13,243,21,2,135
16,56,25,2,184
9,280,22,1,101
9,56,15,2,154
12,176,21,1,167
15,113,25,1,140
14,57,25,4,109
10,86,25,1,131
17,86,25,4,133
15,86,18,2,183
5,253,25,4,182
16,58,25,1,124
20,255,25,4,190
19,117,25,1,107
17,294,25,2,150
16,222,25,1,149
23,148,25,2,113
17,223,25,4,165
21,299,25,4,151
20,188,25,1,173
12,188,16,2,126
18,151,25,1,183
12,228,25,1,166
20,153,25,2,175
11,460,22,1,120
16,62,25,1,107
18,31,25,1,199
26,271,25,1,127
7,194,15,4,160
17,273,23,4,145
22,125,22,4,194
17,197,25,1,195
12,32,25,2,152
13,317,16,1,104
12,279,25,1,167
21,160,25,1,140
19,160,25,1,179
14,64,25,1,172
16,129,25,1,193
16,284,25,2,160
8,163,25,1,194
22,65,25,4,106
17,328,25,2,177
13,494,25,1,189
21,330,25,1,188
17,498,25,2,177
13,333,20,1,112
17,134,25,4,141
20,34,25,1,120
18,67,20,4,147
20,135,25,1,178
14,34,25,1,125
10,170,25,2,133
23,299,25,2,200
20,137,25,2,144
21,301,24,2,132
20,34,25,2,162
23,69,25,2,110
12,104,25,2,122
13,349,22,4,149
8,175,25,2,193
11,527,16,1,112
19,176,25,2,141
3,309,15,2,108
13,222,25,4,125
26,142,25,4,171
15,107,25,2,155
14,72,25,2,104
15,359,25,1,189
12,144,22,4,122
23,109,25,4,186
8,182,15,1,108
13,228,25,2,115
23,274,25,1,149
19,73,25,1,128
15,368,25,4,138
13,231,21,4,132
21,231,25,4,125
22,557,25,1,190
7,559,25,2,121
