p,r,w,v,T
5,0,15,1,146
10,1,25,1,124
21,3,25,2,164
24,1,25,1,100
7,7,25,2,144
2,5,25,2,137
7,1,25,2,168
18,1,25,2,100
12,8,25,1,165
12,7,25,2,183
20,2,25,2,102
14,5,24,2,154
11,10,25,1,156
9,11,18,2,137
19,3,25,1,147
15,13,25,4,186
11,9,21,2,127
15,2,25,2,110
15,4,25,2,103
15,33,25,4,130
19,35,25,2,162
15,21,22,1,118
10,22,15,4,111
18,23,25,4,142
21,17,25,1,166
6,22,25,2,175
13,12,24,4,177
13,47,25,1,173
19,10,24,1,119
11,7,25,4,189
2,14,25,1,148
7,18,25,1,130
9,28,18,1,170
12,8,25,1,108
11,30,25,2,152
19,41,25,1,151
16,21,25,2,138
14,32,18,1,179
14,39,25,2,169
15,14,25,1,106
10,35,17,1,147
16,5,25,2,164
11,5,25,4,116
16,31,25,1,131
19,38,25,4,192
19,5,25,1,112
21,27,25,1,192
15,48,25,1,118
15,56,25,2,126
8,86,25,4,178
17,36,25,2,143
13,37,25,4,166
16,53,25,2,159
11,12,17,1,151
19,63,25,2,153
27,64,25,2,194
18,20,21,1,122
28,7,25,2,179
15,42,18,4,186
14,52,25,4,145
21,105,25,4,177
19,28,25,1,154
17,72,25,1,124
16,22,24,2,153
12,47,25,1,119
15,66,25,1,134
15,23,24,1,178
17,8,24,1,109
22,59,25,2,170
9,121,18,2,114
24,8,25,2,113
15,124,22,1,188
12,52,25,2,103
16,17,25,1,104
11,75,25,2,180
11,131,15,2,149
10,44,25,1,157
18,45,25,2,186
11,136,19,1,167
13,46,25,1,136
17,70,25,1,170
15,142,24,4,117
11,19,25,1,132
9,60,17,2,165
14,61,25,2,104
16,10,25,4,166
20,75,25,1,173
14,63,25,1,185
12,31,25,4,187
19,104,25,2,134
18,92,25,1,107
10,21,16,1,134
18,32,25,1,195
21,54,25,2,195
10,110,25,4,189
12,166,16,1,109
16,168,25,1,107
11,11,18,1,195
14,114,21,1,117
15,173,25,1,183
11,47,18,4,160
18,35,25,1,148
11,48,15,1,155
20,180,25,1,121
15,12,24,4,129
13,183,25,1,101
13,49,15,1,154
27,93,25,1,136
12,94,25,4,198
19,63,25,1,201
12,26,16,2,127
11,13,22,2,160
14,82,25,1,138
18,66,25,1,140
15,83,19,2,189
24,84,25,2,193
15,84,21,1,135
12,14,19,1,136
10,86,20,1,101
18,87,25,1,111
18,42,25,1,153
10,56,25,2,121
10,43,16,1,100
14,43,19,1,176
18,29,25,2,150
9,15,18,2,179
19,15,25,2,156
8,129,16,1,200
19,15,25,1,185
19,150,25,1,107
18,227,25,2,135
17,31,25,1,186
6,77,17,2,171
8,155,25,1,136
10,16,25,1,126
14,31,15,1,118
13,79,25,2,116
8,239,22,1,107
18,100,25,1,145
7,121,25,1,109
9,82,25,1,139
14,164,25,4,149
12,103,23,1,168
16,67,25,4,118
19,252,25,1,136
12,169,25,4,182
11,51,25,4,110
10,86,25,4,187
16,34,25,2,174
12,52,25,1,146
20,109,25,4,117
19,35,25,1,182
13,89,23,4,173
16,18,24,2,175
5,179,16,4,138
14,54,19,1,177
14,18,25,1,100
18,160,25,2,139
16,115,25,2,101
24,56,25,1,119
12,37,21,4,149
18,94,25,2,131
7,142,25,2,153
13,95,25,2,118
12,57,25,1,134
20,120,25,2,127
17,58,25,2,130
14,39,25,1,176
13,98,24,2,170
17,79,25,1,171
16,40,25,2,191
17,299,25,4,181
10,175,21,4,177
15,302,25,1,149
11,101,17,1,105
20,41,25,1,110
16,128,22,2,159
10,82,25,2,148
16,21,25,2,173
14,156,25,2,169
8,84,16,2,138
12,84,20,4,108
10,186,25,4,108
30,320,25,1,193
11,86,18,2,172
20,86,25,4,183
16,108,25,2,192
14,327,24,2,132
18,192,25,1,114
20,110,25,1,123
14,22,25,2,156
15,334,23,2,164
22,168,25,2,105
8,197,15,4,190
15,170,25,2,195
17,91,25,2,168
7,200,25,2,115
15,115,25,2,140
20,231,25,1,185
10,46,20,4,142
22,93,25,4,153
17,205,25,4,147
23,206,25,4,124
15,95,23,2,185
9,119,25,2,106
15,209,25,4,198
8,120,16,2,174
17,96,25,2,136
17,73,25,1,141
18,24,23,1,154
7,49,15,4,129
16,74,25,1,154
16,49,24,2,104
10,50,25,1,195
16,156,18,1,112
17,100,25,2,177
14,377,20,4,146
15,379,25,4,119
18,25,25,1,138
