p,r,w,v,T
13,0,25,1,150
9,1,25,2,138
9,4,16,1,186
17,6,21,1,120
17,4,25,2,184
15,2,21,1,186
15,6,20,1,127
10,2,17,1,104
21,3,25,4,123
17,17,23,1,127
17,9,25,2,109
14,1,21,1,196
14,9,24,2,132
14,14,25,1,111
9,2,25,4,136
25,18,25,1,112
9,8,18,1,185
21,16,25,1,140
17,9,25,1,167
24,35,25,1,137
13,25,25,4,107
12,19,17,2,124
16,40,25,2,153
19,6,25,2,162
10,22,25,2,164
17,27,21,2,172
12,48,25,2,138
14,7,25,1,114
20,52,25,2,194
21,14,25,1,181
11,11,20,1,190
17,33,25,2,149
12,20,19,2,149
24,40,25,4,108
14,63,25,1,161
14,38,25,1,124
14,39,25,4,189
12,18,25,1,178
15,5,25,1,162
11,42,17,1,112
7,20,21,4,118
17,38,25,2,140
18,5,25,2,200
19,26,24,1,141
18,27,25,2,193
12,28,25,4,168
11,11,15,2,105
21,17,25,1,180
9,37,18,4,123
12,90,25,4,123
16,61,25,4,117
6,19,25,1,118
20,64,25,1,150
9,7,25,1,179
23,7,25,2,130
21,20,25,4,149
15,43,21,2,121
13,21,25,1,150
20,14,25,1,101
15,54,25,4,169
24,110,25,4,124
9,47,15,1,125
9,30,25,2,187
20,77,25,2,134
11,24,25,4,156
16,120,25,4,193
9,51,25,1,165
18,62,25,1,174
15,52,25,2,118
13,74,21,2,139
23,34,25,2,201
19,9,25,2,176
8,88,25,1,176
17,90,25,1,151
14,18,25,2,114
14,57,25,1,128
18,28,25,1,117
16,19,25,2,175
14,48,25,1,138
19,73,25,2,123
13,86,25,4,150
19,149,25,1,164
20,50,25,2,103
18,153,25,2,164
16,52,25,2,137
18,42,25,4,181
14,42,25,1,149
4,21,24,2,138
16,22,21,1,169
15,11,25,1,136
19,69,25,1,139
14,98,25,1,128
18,34,25,2,136
19,114,25,1,144
16,101,25,2,103
11,35,25,1,113
16,88,25,4,195
17,119,25,1,148
13,120,25,2,141
18,91,25,2,185
18,184,25,1,129
13,186,18,1,111
17,25,25,2,171
22,95,25,1,169
12,64,25,1,149
17,193,25,4,134
15,81,25,2,184
21,131,25,2,126
19,13,25,2,193
9,53,15,4,114
13,84,20,1,101
20,204,25,1,199
18,41,25,4,111
21,28,22,1,110
18,42,25,2,189
14,123,25,1,135
17,28,25,1,137
7,144,21,2,162
17,90,25,2,190
14,73,18,1,187
17,147,25,2,161
16,74,25,1,175
13,60,25,2,192
21,94,25,1,197
19,61,25,1,158
13,115,25,4,168
20,46,25,1,129
14,16,25,2,125
14,137,25,2,163
13,79,21,1,127
14,100,25,4,186
19,241,25,2,181
12,32,25,2,151
15,82,25,2,126
20,123,25,1,116
18,66,25,2,148
11,67,17,1,156
14,67,25,1,182
16,127,25,2,165
20,85,25,1,168
24,150,25,1,187
10,35,25,4,155
20,70,24,2,168
14,263,25,1,125
15,35,25,1,145
17,36,25,1,164
14,36,25,2,170
14,72,25,1,159
12,159,25,4,195
17,91,21,1,186
12,74,17,1,164
18,116,25,1,147
12,75,25,4,133
16,19,25,1,201
8,57,15,2,155
11,95,25,1,127
10,57,25,2,159
14,193,16,2,138
13,194,25,1,116
14,171,25,2,115
19,123,23,1,114
19,173,25,1,154
12,124,24,2,127
11,150,25,2,151
13,101,25,4,163
5,40,16,4,133
22,102,25,2,141
11,41,25,1,136
13,206,25,2,188
14,41,25,2,112
21,83,25,1,105
19,42,25,1,101
18,63,25,1,182
18,42,25,1,185
16,64,17,1,166
11,322,25,1,191
10,216,25,4,184
20,22,25,1,117
21,327,25,2,156
20,220,25,1,154
12,331,15,2,172
21,89,25,4,191
13,223,25,1,160
17,112,25,4,173
17,45,25,2,142
17,68,25,1,118
19,23,25,1,142
10,23,25,2,200
15,173,25,4,197
19,232,25,2,131
19,146,25,4,182
19,146,25,1,145
15,206,25,1,114
24,24,25,2,176
16,178,17,2,152
15,24,25,2,193
12,72,18,2,107
16,72,25,4,192
14,152,21,2,197
19,183,25,1,162
15,74,25,4,196
22,25,25,2,120
16,217,25,1,189
20,124,25,1,122
19,219,25,1,108
11,157,25,1,116
17,101,21,1,150
9,127,15,1,133
20,159,25,1,132
17,103,25,2,139
10,26,16,1,105
11,162,25,1,179
22,390,25,2,172
12,261,18,2,198
14,131,25,1,196
13,26,25,1,141
10,132,25,1,111
19,53,25,2,125
17,167,25,1,133
6,201,15,1,174
17,270,25,4,111
20,271,25,4,113
14,238,25,4,121
9,239,19,4,176
11,206,16,2,195
13,110,21,4,113
19,243,20,1,158
13,139,25,4,173
17,140,25,1,175
20,28,25,1,102
18,56,25,1,108
9,28,23,2,158
12,85,17,4,133
18,286,25,1,164
10,29,25,1,133
15,252,25,2,112
19,181,25,2,136
14,87,25,1,163
10,219,17,4,128
23,183,25,1,145
12,118,20,2,192
16,30,25,4,111
14,223,16,1,131
19,261,25,1,177
14,90,25,1,131
13,30,19,2,137
10,453,25,2,154
12,454,18,1,123
16,152,25,2,168
11,31,25,2,114
