p,r,w,v,T
9,0,15,4,108
13,1,25,1,165
13,1,23,4,157
14,1,25,4,201
16,2,25,4,176
8,2,25,2,159
20,2,25,1,107
12,1,25,2,163
14,14,25,1,164
15,7,25,1,155
10,12,15,1,195
15,5,19,1,186
13,7,25,1,173
18,23,25,1,117
18,3,25,1,111
14,17,25,1,183
13,6,25,2,118
18,30,25,1,123
13,4,25,4,106
18,33,25,1,182
16,15,25,4,136
17,21,25,1,154
14,5,25,1,170
13,17,25,1,174
18,3,25,1,164
15,22,25,4,153
7,9,16,2,131
14,24,25,1,150
15,10,22,1,175
8,17,18,2,152
15,52,25,1,110
13,27,25,4,101
11,4,25,1,164
20,8,25,1,169
22,12,25,1,201
12,16,25,1,176
16,31,25,1,136
15,43,25,4,113
20,44,24,1,102
3,5,15,1,111
16,41,25,1,152
9,24,19,1,199
15,15,25,2,181
32,44,25,1,142
18,20,25,4,137
13,5,25,2,168
13,40,25,1,143
15,22,25,1,131
14,56,25,4,190
16,43,23,2,162
14,58,19,1,159
25,12,24,2,155
17,60,25,1,182
14,12,20,4,102
11,94,15,4,109
18,40,25,2,162
10,33,23,2,130
12,99,25,1,160
27,51,25,4,131
15,21,18,1,103
20,44,25,1,156
14,7,25,2,155
8,108,15,1,133
18,37,25,1,145
21,37,25,1,178
13,66,25,1,103
12,31,15,1,141
11,68,25,1,101
10,32,25,2,117
15,32,25,1,116
14,24,25,2,140
13,52,16,4,200
5,63,15,1,112
12,8,19,1,155
16,64,25,4,194
18,26,23,2,107
12,35,17,1,140
13,67,25,2,150
16,68,25,1,142
23,18,25,4,125
17,139,25,2,107
17,19,22,1,168
16,10,25,1,174
16,96,25,2,154
9,10,20,2,100
20,86,25,1,197
18,10,25,2,195
18,63,25,2,159
16,102,25,1,161
19,10,25,4,191
11,52,25,4,181
17,11,22,1,111
7,11,15,4,179
13,81,20,1,113
16,22,25,4,107
10,166,25,1,179
21,112,25,1,145
15,11,21,1,196
19,100,25,1,186
11,35,25,4,167
11,73,22,4,191
18,23,25,1,163
8,12,25,1,153
15,24,25,2,162
12,36,25,4,157
16,24,25,1,194
11,49,25,1,120
17,78,23,1,131
11,94,18,1,120
18,63,25,2,162
9,128,25,1,185
13,52,25,1,192
8,114,25,1,138
24,39,25,1,195
10,13,25,1,166
11,117,25,1,151
17,54,25,1,163
11,204,25,4,177
18,206,25,2,174
13,41,18,2,115
15,139,20,4,191
6,105,18,1,201
15,71,25,4,192
13,29,21,1,166
20,29,23,1,187
8,58,22,2,147
11,146,17,2,148
14,74,25,1,109
18,59,23,1,129
15,150,25,1,111
13,60,25,1,144
9,61,19,1,111
17,115,25,2,120
7,155,18,2,192
18,16,25,1,112
17,78,25,2,110
14,237,25,4,185
11,139,25,2,114
9,140,25,1,103
17,141,25,1,163
18,33,25,2,151
20,246,25,4,171
17,16,25,1,193
19,83,24,4,161
23,84,25,1,151
12,168,25,1,172
18,254,24,1,115
21,256,25,2,109
12,34,19,1,185
19,69,25,1,193
7,152,19,1,106
7,70,18,4,120
11,71,25,4,118
17,36,25,4,167
7,112,25,2,160
12,270,25,1,139
17,113,25,4,108
11,73,17,1,169
13,115,25,2,134
14,18,18,2,199
6,139,15,1,123
8,164,25,1,108
17,75,25,2,111
20,166,25,2,101
15,57,16,2,135
17,19,19,1,105
18,289,25,1,158
24,121,25,4,187
13,146,17,4,167
20,59,25,1,189
9,173,20,1,147
12,149,25,2,170
12,20,19,4,134
6,301,20,1,153
13,126,25,4,111
19,152,23,2,128
12,307,25,1,193
16,206,25,2,199
17,83,18,2,185
17,130,25,4,164
13,84,24,1,149
15,210,25,2,110
10,106,25,1,112
20,319,25,1,120
7,85,18,2,148
14,43,25,1,100
9,43,25,1,171
18,43,25,1,123
17,164,19,4,154
9,137,18,1,111
11,66,15,1,104
13,111,20,4,102
9,22,25,2,118
23,140,25,1,165
10,338,23,2,164
7,45,16,1,170
11,114,25,1,151
12,200,25,4,135
25,144,25,2,160
15,46,24,1,110
15,145,25,1,140
16,117,25,4,114
14,94,25,1,186
10,118,25,4,139
14,178,16,2,191
18,24,25,1,121
14,24,25,1,109
19,48,25,1,149
7,24,16,1,103
20,243,25,1,138
19,366,25,1,174
7,214,25,4,147
16,215,25,1,128
11,74,16,1,178
18,249,25,2,195
18,125,25,4,158
17,75,17,2,125
12,221,20,4,193
10,127,18,1,141
21,76,25,1,149
12,160,25,4,111
13,103,18,1,101
15,103,25,1,192
19,52,25,1,164
20,104,25,1,143
17,163,25,4,172
16,131,25,1,137
10,165,16,2,135
14,79,25,4,104
20,266,25,1,136
18,234,25,1,137
12,201,20,4,159
14,270,25,1,115
14,135,25,1,173
22,170,25,1,142
14,136,21,2,166
15,206,25,1,181
12,55,23,1,142
14,83,25,2,140
20,139,25,4,192
9,279,25,1,183
21,280,25,1,140
12,84,21,2,160
12,141,25,2,140
9,213,25,2,195
17,427,20,1,138
17,57,25,4,194
12,57,19,2,201
11,216,25,1,172
19,289,25,1,137
21,29,25,2,101
15,29,20,2,139
19,29,25,1,139
14,257,25,2,101
13,221,21,1,134
11,222,20,1,139
22,260,25,2,176
12,90,22,1,140
18,150,23,2,148
22,90,25,1,114
21,91,25,2,165
15,152,25,2,152
16,91,25,1,163
7,153,16,1,173
20,268,25,1,174
8,308,25,1,162
9,193,25,1,124
12,271,25,2,130
21,195,25,2,125
9,273,25,1,183
11,470,16,1,111
15,236,25,2,103
22,276,25,4,104
10,277,18,1,178
12,199,25,2,161
14,479,25,1,180
12,96,18,1,185
10,64,25,1,191
10,323,25,1,169
18,162,25,2,181
13,325,19,2,114
15,326,23,4,111
12,33,25,1,159
21,493,25,1,147
17,247,25,1,111
5,66,17,1,130
12,498,25,2,194
20,208,25,1,119
17,293,25,2,110
20,504,21,1,184
