p,r,w,v,T
15,0,25,1,139
14,1,25,1,131
10,1,25,1,185
9,3,18,4,178
19,7,25,1,107
16,5,25,1,120
8,4,18,1,153
19,2,25,1,117
18,1,25,2,175
12,9,25,2,126
22,7,25,1,109
19,3,24,1,128
15,6,17,1,117
17,10,25,1,153
11,7,19,2,176
11,9,17,1,111
15,28,25,1,181
13,15,25,4,107
8,16,25,2,157
13,22,18,4,142
14,5,25,1,136
14,5,22,4,165
17,10,25,4,173
17,27,25,1,185
14,11,25,1,177
13,18,25,2,121
11,31,25,1,181
4,13,25,1,157
15,7,25,4,101
14,17,24,2,122
13,4,25,2,136
20,4,25,2,108
20,33,20,1,143
22,29,25,2,127
16,8,25,1,100
16,4,25,1,173
10,21,25,1,146
12,44,20,2,140
7,34,18,4,179
15,18,25,1,114
12,41,25,1,158
20,48,25,2,152
18,43,23,2,123
19,15,25,2,163
6,26,25,2,198
20,47,25,2,101
15,34,25,2,142
13,56,25,2,102
11,17,16,1,147
14,12,22,4,116
17,59,25,2,185
13,24,20,1,166
18,92,25,2,137
14,19,17,1,192
13,64,19,2,197
12,49,25,1,122
18,20,25,1,170
23,7,25,4,122
16,51,25,4,111
17,44,25,4,118
7,14,17,4,107
17,14,25,4,200
17,22,24,1,169
14,37,25,2,180
15,8,17,1,139
17,38,25,1,183
13,31,25,2,118
18,16,25,1,115
19,40,25,1,123
11,61,25,1,133
12,72,25,2,109
19,25,25,1,152
15,34,25,1,193
8,35,16,1,194
9,131,25,1,178
7,9,25,4,199
17,56,25,4,104
18,57,25,1,102
14,58,23,2,176
8,47,25,2,152
13,38,25,1,192
19,29,25,1,105
19,97,21,1,173
16,98,25,1,118
11,74,25,4,140
9,50,15,1,119
14,31,22,1,183
10,51,25,2,112
10,156,24,1,188
21,79,25,1,118
20,106,25,2,123
18,22,25,1,149
14,11,21,4,136
15,69,25,4,139
9,167,18,1,136
10,45,25,2,136
17,34,25,1,117
9,72,25,2,192
16,174,25,4,162
13,59,20,2,190
13,118,21,4,163
13,12,19,1,140
16,24,25,1,191
8,91,25,2,159
7,92,22,2,119
20,37,25,4,114
6,50,25,2,137
11,38,25,2,147
18,38,25,1,135
11,64,25,1,124
9,114,25,1,130
17,13,25,1,106
14,13,25,1,173
14,200,20,1,144
15,27,25,1,127
14,204,25,2,139
