p,r,w,v,T
19,0,25,2,108
15,0,25,4,145
9,0,18,2,149
14,3,21,1,155
16,2,25,4,102
16,6,25,2,199
14,5,20,2,153
23,7,25,1,191
15,6,25,1,140
15,9,25,1,114
19,4,21,1,153
21,8,25,4,182
12,11,18,4,173
13,3,25,1,106
12,2,25,4,184
8,15,25,1,138
22,12,25,2,159
17,8,25,2,167
10,32,25,1,125
14,22,25,2,114
13,12,20,2,172
17,2,25,4,177
12,3,19,2,175
18,3,25,1,158
15,6,25,1,157
19,18,25,1,161
13,31,25,1,183
13,48,25,4,107
25,25,25,4,164
17,7,25,2,108
15,11,25,1,118
13,23,25,2,194
12,38,25,2,110
19,24,25,1,201
17,16,25,1,163
19,36,25,4,160
11,42,17,2,200
8,9,15,2,123
22,28,25,2,186
17,18,25,2,165
11,41,25,1,124
12,72,25,2,152
15,10,25,1,116
27,38,25,2,116
8,39,15,1,166
15,46,15,2,137
11,41,25,4,119
8,28,25,1,143
8,42,17,1,116
16,87,19,2,107
14,52,25,1,195
16,12,25,1,199
7,24,21,4,138
11,47,17,1,101
22,32,25,2,149
22,65,25,1,152
15,20,25,2,108
4,67,18,4,100
18,51,23,2,150
8,28,23,2,182
10,71,25,1,201
10,63,25,2,118
17,46,25,4,201
18,15,22,1,127
18,8,24,1,178
23,48,25,1,198
10,78,25,1,177
6,118,17,2,167
17,8,25,4,161
19,122,25,2,181
22,62,25,1,189
9,73,25,1,102
15,42,25,1,165
13,43,25,1,107
19,65,25,1,114
18,77,25,2,191
1,9,25,4,198
12,57,18,1,148
8,18,25,1,160
17,58,25,2,141
18,141,25,4,161
13,19,18,2,101
23,19,25,4,174
11,20,19,2,115
17,49,21,2,182
12,30,17,1,143
16,89,25,1,182
14,41,25,1,175
17,41,25,1,137
17,10,19,4,153
12,53,25,2,109
14,80,25,4,170
10,108,21,2,119
13,44,20,2,144
11,69,19,1,192
21,34,25,1,110
11,85,17,2,161
14,23,25,1,101
17,101,25,2,177
16,117,25,4,171
27,74,25,1,155
17,119,25,2,187
14,60,25,1,183
15,121,25,1,169
18,12,23,2,165
13,185,23,1,129
25,50,25,1,140
21,189,25,2,130
8,111,25,1,100
