p,r,w,v,T
17,0,25,2,122
10,0,25,1,117
12,2,25,2,127
15,0,25,1,113
13,5,24,1,173
6,6,25,4,123
21,1,25,1,171
21,6,25,1,148
16,3,25,2,153
14,9,25,1,194
23,6,25,2,176
14,7,23,1,177
16,13,25,1,172
13,8,25,4,115
18,3,25,1,189
20,27,25,1,146
14,4,25,4,162
15,8,25,2,198
10,4,16,1,133
17,23,25,2,200
16,5,25,1,174
11,10,25,1,102
18,20,25,2,131
6,24,25,1,152
14,11,23,1,129
14,19,25,2,187
25,12,25,1,166
11,16,25,1,188
18,10,25,1,177
20,14,25,1,167
17,22,19,1,142
10,11,25,4,136
12,57,25,2,130
10,59,25,1,198
17,16,25,1,196
20,8,25,1,182
15,17,25,1,116
19,28,23,2,148
10,14,15,1,143
13,41,25,2,111
15,36,25,1,156
12,20,25,4,147
24,38,25,4,200
8,32,16,2,138
9,21,25,1,157
20,81,25,2,138
13,41,25,4,135
11,28,25,1,130
14,6,23,2,165
14,37,25,1,169
13,6,25,1,163
8,46,25,1,136
16,39,25,1,135
12,13,25,1,200
18,13,25,1,179
20,99,25,1,169
14,33,25,4,106
9,20,18,2,181
15,52,25,4,114
18,71,25,1,122
11,63,21,4,160
9,36,18,1,175
15,37,16,1,166
12,8,25,2,139
14,15,25,1,109
19,49,25,1,178
8,49,25,1,175
13,50,19,1,129
15,33,17,1,188
11,52,15,2,192
13,63,18,1,138
11,85,25,1,148
15,9,25,2,144
17,17,25,4,144
20,55,25,1,172
10,134,25,1,117
18,68,25,1,184
17,92,22,2,135
15,19,25,1,104
12,9,20,2,124
19,38,25,2,177
12,29,25,1,153
16,61,25,1,161
10,87,15,1,186
16,151,25,1,148
17,63,25,1,186
23,103,25,4,158
14,156,25,1,190
14,92,25,1,117
25,160,25,2,192
14,43,25,1,142
10,22,23,4,169
9,165,25,1,140
15,44,25,2,180
25,84,25,1,194
14,114,23,2,195
14,34,23,1,115
18,46,25,1,194
7,117,19,2,129
20,47,25,1,152
17,179,25,2,139
14,24,19,2,191
16,76,25,2,103
16,25,25,2,103
15,12,25,1,192
8,126,25,4,158
12,95,25,1,186
15,38,25,1,155
19,26,25,1,129
13,26,25,1,191
13,26,25,1,154
18,53,25,1,172
10,84,19,2,189
19,101,25,1,141
16,102,25,1,169
14,86,22,1,116
22,87,25,1,129
20,70,25,2,183
10,88,19,1,145
16,124,25,4,185
17,126,20,2,120
12,90,21,4,125
9,58,25,4,115
13,110,25,1,140
14,44,23,2,155
15,60,25,1,131
10,60,25,2,180
8,46,25,1,160
23,153,25,4,103
14,96,25,1,178
13,136,25,2,198
4,78,25,1,193
5,16,15,1,131
18,119,25,1,164
19,16,25,2,134
4,81,25,1,113
17,102,25,2,155
16,164,25,4,158
11,16,25,1,187
12,17,25,2,124
12,167,24,4,111
16,147,21,2,131
18,170,25,2,199
8,51,25,1,183
12,129,25,2,124
18,152,25,2,132
8,35,25,1,199
10,18,25,1,106
12,133,25,4,201
11,267,16,4,158
18,134,25,2,198
6,90,20,1,196
13,114,25,2,154
15,137,25,1,178
12,74,25,1,135
18,139,25,1,195
22,93,25,1,142
17,19,25,1,191
21,189,25,1,165
19,38,23,4,153
19,57,25,2,152
15,96,25,1,147
15,58,25,1,123
16,58,19,2,133
14,196,22,4,196
16,39,25,1,147
19,99,25,4,190
15,125,24,1,142
12,20,25,1,174
18,152,25,1,171
12,178,15,1,179
14,179,25,2,174
12,308,25,1,115
19,41,25,1,153
17,156,25,1,106
15,209,25,4,114
13,21,25,1,179
18,159,25,2,189
11,213,25,2,145
10,187,18,1,107
23,22,25,2,116
6,87,25,4,173
10,65,25,2,192
15,328,25,1,112
23,137,25,1,150
18,44,25,1,116
18,67,25,1,148
19,67,25,1,110
20,140,25,1,106
9,339,25,1,136
7,23,16,1,200
19,143,25,1,173
25,229,25,2,148
14,202,25,1,137
17,203,25,1,161
17,70,25,2,166
20,234,25,2,163
20,177,25,2,148
14,95,25,4,186
21,119,25,4,192
10,48,15,2,142
12,72,25,1,168
12,151,25,2,156
26,212,25,2,151
16,24,25,1,160
13,74,23,2,196
13,246,25,1,123
12,371,25,2,171
16,124,25,1,158
10,50,22,2,161
15,220,25,2,185
16,76,25,4,108
15,101,25,4,193
14,25,22,4,144
15,384,25,1,190
18,128,25,1,165
14,26,25,1,151
18,130,25,2,106
15,130,23,1,191
11,52,25,1,188
15,263,19,4,142
19,396,25,1,181
21,232,25,1,100
15,200,19,1,116
17,201,25,1,172
16,269,25,4,154
19,54,25,1,186
16,136,15,1,160
12,238,25,1,163
11,274,21,2,160
14,27,25,2,144
14,242,25,1,128
14,139,15,4,184
9,84,25,4,158
11,28,24,4,121
13,176,17,1,194
19,176,25,1,160
19,28,25,2,148
18,284,25,4,109
16,29,25,1,156
21,57,25,2,170
17,86,25,1,173
13,116,21,2,117
8,254,23,1,115
18,87,25,2,164
18,146,25,2,169
21,147,25,2,151
16,258,25,1,117
22,445,25,1,135
26,186,25,4,138
13,30,25,2,193
13,90,16,2,110
19,452,23,2,104
12,454,25,2,196
16,152,21,1,124
16,122,25,1,139
16,268,18,4,105
15,269,25,4,111
9,62,18,1,175
21,62,25,4,159
18,62,25,1,184
16,234,25,4,108
14,31,25,2,188
13,314,25,4,198
9,197,25,1,127
15,32,25,2,118
11,159,17,1,177
16,96,25,4,167
18,32,22,1,129
12,32,25,1,113
8,161,15,1,161
15,486,25,2,155
20,284,25,1,199
9,163,15,2,200
15,246,25,2,184
17,329,21,2,148
12,495,18,2,170
10,33,25,2,132
18,166,25,1,156
17,67,21,2,135
17,209,25,4,148
16,336,25,4,169
18,253,25,1,163
14,507,24,1,173
10,212,25,4,155
7,341,16,2,108
19,171,25,1,117
21,515,25,1,107
17,215,25,2,152
9,104,25,1,137
16,520,25,1,169
10,217,25,1,157
15,524,25,2,131
12,350,25,2,118
15,176,25,1,118
14,141,25,1,117
11,531,17,1,160
16,106,25,4,190
15,267,25,1,120
17,536,25,2,112
19,36,25,1,182
9,108,25,1,199
15,361,25,1,110
18,317,24,1,142
19,36,23,4,164
11,109,25,1,164
19,229,25,4,133
17,110,25,2,166
12,74,25,2,158
18,554,25,1,181
14,74,25,2,103
21,279,25,1,105
18,186,25,4,147
10,112,19,1,137
17,113,24,2,183
9,113,17,1,179
16,189,25,1,176
19,379,25,1,100
16,38,18,2,111
18,76,25,2,135
10,574,18,1,195
15,77,19,1,109
20,154,25,2,176
17,579,25,1,105
16,39,25,1,162
15,78,25,4,116
18,39,20,4,181
15,293,25,2,152
24,294,24,1,140
9,118,25,1,163
17,39,25,1,122
11,158,25,1,116
19,347,25,4,112
20,159,25,1,118
2,399,25,4,166
20,80,25,1,175
16,120,25,4,165
11,604,25,1,101
16,303,25,2,159
13,41,23,2,173
21,406,25,4,167
24,611,25,2,108
11,409,25,1,199
16,123,25,4,100
12,617,24,2,137
15,619,25,1,164
10,362,25,1,137
18,363,25,4,106
14,260,25,4,186
3,209,25,2,121
18,84,25,1,143
22,629,25,4,188
8,168,25,1,187
20,127,25,1,200
14,169,25,1,161
21,170,22,2,155
7,266,17,4,103
19,320,22,1,115
