p,r,w,v,T
19,0,25,1,154
18,0,25,1,196
15,4,25,2,162
11,2,25,1,122
15,7,25,1,103
14,2,25,2,133
20,1,23,1,135
15,13,25,4,193
15,2,25,2,157
16,6,25,2,115
17,6,25,1,150
17,14,25,1,167
20,7,25,4,161
19,5,25,2,151
15,5,25,1,168
10,7,25,1,119
15,8,25,1,165
15,18,18,2,121
13,9,25,1,135
17,20,24,2,144
10,18,25,4,146
23,5,25,1,129
12,27,25,2,109
19,28,25,1,106
15,3,25,2,119
11,19,18,1,103
10,28,18,2,180
15,29,25,1,155
16,3,22,2,187
18,27,25,1,181
8,37,16,2,150
17,24,25,2,190
16,12,25,1,104
13,25,25,2,144
13,31,15,4,146
15,4,25,2,194
26,22,25,1,199
19,23,25,1,196
12,5,25,1,163
12,19,17,2,151
13,43,16,2,199
14,20,25,2,165
23,78,25,4,114
16,40,25,1,116
12,81,25,1,154
10,42,18,1,118
21,11,25,1,184
12,12,25,1,158
15,37,25,1,154
17,60,25,4,198
