p,r,w,v,T
10,0,15,4,192
13,1,25,1,191
10,0,15,2,124
19,1,25,1,109
19,0,25,2,160
21,6,25,4,122
23,3,25,1,184
16,12,25,2,149
17,10,25,2,161
19,3,25,2,180
15,1,25,4,140
15,3,25,1,155
10,4,15,1,108
6,10,25,4,167
14,5,25,2,164
15,2,25,4,147
17,17,25,1,140
20,10,23,2,200
17,13,25,2,154
19,20,25,1,121
27,2,25,1,189
15,2,25,2,160
14,20,25,1,148
20,11,21,1,186
13,21,24,4,152
19,45,25,2,157
15,19,25,2,131
16,32,25,1,100
10,10,25,1,138
14,34,25,1,198
14,36,25,2,107
19,55,25,4,147
15,15,25,1,177
14,12,25,1,111
20,35,25,2,146
8,31,15,2,187
10,64,25,2,108
16,22,25,2,176
18,28,25,1,101
14,5,25,1,119
15,5,25,1,166
13,73,25,2,166
20,31,25,4,130
13,15,25,2,140
10,39,17,1,196
17,40,25,1,138
19,22,25,2,128
10,28,25,1,156
14,86,16,1,125
17,58,25,1,156
15,45,24,1,163
10,53,25,4,155
20,12,25,1,120
12,95,15,1,200
13,40,22,1,131
10,7,25,1,100
7,20,17,1,139
18,7,25,1,193
11,69,24,2,110
6,28,25,1,122
9,107,25,4,181
8,29,25,1,108
20,22,25,1,161
13,37,18,1,155
14,48,25,1,119
16,8,25,1,172
23,39,25,1,179
15,80,25,4,119
10,51,17,2,119
11,62,25,1,174
22,25,25,2,110
16,8,20,4,113
11,26,25,2,183
8,35,25,2,199
13,9,25,1,130
16,67,25,2,176
19,68,25,4,150
14,37,25,1,161
16,28,25,2,165
9,38,25,2,114
20,48,25,1,106
22,10,25,2,111
25,73,25,4,189
21,49,25,1,122
16,75,25,4,179
7,76,20,1,127
16,102,25,1,185
11,78,25,2,170
23,42,25,4,166
11,21,16,1,177
18,43,20,2,112
10,22,25,1,165
14,44,24,1,126
16,97,25,1,125
16,70,25,1,152
8,56,17,2,112
11,46,25,2,170
14,23,25,1,126
22,12,25,1,195
15,177,25,2,143
6,178,18,1,197
13,90,25,1,118
15,121,25,2,108
13,61,25,4,125
18,37,25,1,105
23,37,25,1,175
12,189,20,4,123
15,80,25,1,115
14,112,25,1,150
19,194,25,1,105
12,114,17,2,160
25,115,25,1,160
15,100,25,1,158
15,67,25,1,187
17,102,25,2,183
11,14,25,4,174
16,138,18,1,112
10,70,15,1,128
11,14,17,2,127
23,88,25,2,134
12,214,25,2,124
21,29,25,1,180
11,127,25,1,164
20,15,25,1,103
12,15,25,2,102
21,30,25,4,141
17,45,25,1,138
13,227,25,1,150
11,95,23,4,168
21,46,25,4,153
14,31,25,4,154
12,97,24,2,122
16,118,25,2,169
15,138,25,2,172
16,159,24,1,117
21,48,25,1,155
14,16,25,1,192
8,49,23,4,200
6,144,15,1,196
18,83,22,1,153
19,166,25,1,118
15,105,22,2,142
11,169,20,2,159
19,106,25,4,157
9,68,25,4,121
14,151,18,1,137
18,260,25,1,144
19,175,25,1,105
12,53,15,1,163
15,71,25,1,114
14,36,21,1,141
11,90,16,2,165
8,271,16,1,194
16,273,25,1,114
19,275,25,2,137
10,37,17,4,171
15,74,25,1,156
14,140,25,4,136
18,141,25,1,141
14,284,25,2,115
17,190,25,4,178
18,287,25,2,115
16,144,25,1,101
11,97,19,2,149
23,98,25,1,129
11,78,25,2,135
14,173,25,4,158
18,124,25,1,107
12,80,25,1,122
17,40,25,2,152
14,152,25,2,167
11,178,25,4,131
14,20,25,2,177
11,103,16,2,169
11,41,19,2,181
8,62,16,1,185
12,63,17,1,170
21,158,25,2,158
14,159,25,4,105
13,21,25,1,102
14,321,25,1,197
14,108,25,4,112
18,43,25,4,116
10,22,16,1,153
19,109,25,1,142
10,66,15,2,163
11,66,17,1,185
18,67,25,1,187
20,45,25,1,110
14,112,25,2,181
13,45,25,4,141
15,227,18,4,126
9,200,15,4,190
10,69,25,1,108
9,23,25,1,191
15,348,18,1,151
9,23,25,2,134
11,146,18,4,156
13,94,24,1,196
10,95,25,2,133
13,357,20,2,201
12,48,20,2,159
12,120,25,2,110
13,241,25,1,112
14,182,25,1,191
13,213,25,2,124
10,49,17,1,125
8,185,25,2,105
13,49,20,1,125
17,75,25,2,133
16,218,20,4,180
10,251,25,1,190
24,252,25,2,136
21,101,25,2,142
10,382,19,2,149
17,160,25,1,163
16,128,25,1,165
13,26,25,2,185
17,194,17,2,164
12,52,15,2,168
14,229,25,1,128
13,230,25,2,100
12,53,25,2,114
16,133,25,1,173
12,133,22,2,186
23,234,25,2,120
15,269,25,4,200
16,169,25,2,135
14,237,25,2,102
17,136,25,1,184
17,410,25,4,102
14,137,25,1,166
16,172,25,1,199
22,55,25,1,182
21,111,25,1,137
14,419,23,1,161
20,112,25,1,130
16,113,25,1,149
12,57,25,1,143
30,142,25,4,171
13,29,25,2,174
12,251,25,2,189
13,252,24,1,138
14,289,18,2,185
13,254,24,2,201
12,291,25,2,161
22,117,25,2,133
16,184,25,4,148
10,118,15,4,153
13,185,25,1,174
10,297,25,1,140
22,187,25,1,115
15,225,25,1,176
25,301,25,2,172
23,189,25,2,147
18,265,25,2,105
8,61,25,2,131
11,458,25,2,103
12,92,25,1,103
12,269,23,1,100
21,93,25,1,163
16,194,25,1,129
20,31,25,4,125
17,63,21,2,131
12,126,23,2,177
16,63,25,1,170
17,198,25,1,179
18,278,22,1,183
20,319,25,1,162
12,320,16,4,178
