p,r,w,v,T
13,0,18,4,165
14,2,25,1,190
5,1,16,2,127
20,3,25,4,123
21,1,25,4,111
15,1,18,1,133
12,10,25,2,163
11,8,20,1,135
13,9,25,4,184
18,5,25,1,171
21,6,25,4,131
11,10,17,1,148
14,3,25,2,158
10,13,17,2,186
9,24,25,1,120
9,13,15,1,141
5,7,15,1,153
22,17,25,2,159
20,4,25,4,140
16,9,22,1,180
14,23,25,1,195
13,24,17,4,164
16,22,25,1,189
14,11,16,4,103
17,6,25,2,192
10,18,15,1,129
20,26,25,4,135
17,13,25,1,122
15,24,25,1,147
13,10,25,1,181
16,10,25,2,201
10,7,22,4,174
17,19,25,1,193
14,34,25,2,162
16,40,25,1,134
12,16,20,2,172
14,26,25,1,135
16,4,21,2,186
8,28,25,1,187
12,18,25,1,197
10,70,24,4,137
18,14,25,1,139
17,31,25,1,134
15,5,25,1,154
17,51,22,1,169
20,26,25,1,141
11,80,19,4,189
17,55,25,1,186
13,42,25,4,186
12,6,25,2,134
15,36,25,1,111
18,59,25,1,186
11,38,23,1,106
14,12,25,4,119
11,25,25,4,133
15,26,18,4,172
20,26,25,1,156
18,27,25,1,109
12,34,18,2,173
17,14,25,2,158
12,21,19,1,180
14,44,25,2,149
22,14,25,1,138
10,7,25,4,143
21,47,25,1,150
15,57,25,1,124
19,48,25,1,110
20,16,25,4,190
10,119,17,1,187
14,40,25,2,119
6,33,25,2,146
9,83,15,1,180
11,73,25,2,147
19,85,25,1,187
22,26,25,1,191
12,35,19,4,101
14,44,25,1,194
21,90,25,1,166
22,9,25,1,187
10,46,25,4,190
18,9,25,1,150
11,71,25,1,166
15,29,19,1,104
14,19,25,1,192
8,147,19,1,131
-1,10,25,1,121
10,88,25,4,154
11,41,25,1,171
23,64,25,2,163
11,52,18,1,184
17,10,25,2,145
16,32,25,4,166
18,54,21,4,117
10,95,25,1,199
15,22,25,1,149
14,33,23,1,197
9,45,25,2,144
18,85,25,2,136
15,86,25,4,162
15,115,17,1,154
8,175,17,1,163
13,118,25,1,133
10,178,22,1,198
10,24,25,2,141
17,12,25,2,100
18,107,25,1,133
6,93,25,1,144
15,187,25,2,136
15,63,25,4,109
18,13,25,1,186
15,192,25,4,166
11,194,25,1,158
16,82,25,2,157
21,99,24,1,144
13,53,20,1,199
23,27,25,2,101
23,27,25,1,193
15,85,25,2,158
8,86,25,1,122
19,14,25,1,126
24,70,25,1,170
16,42,25,1,171
15,124,25,1,136
14,125,25,1,129
21,72,25,1,112
18,109,25,1,163
12,110,23,1,200
10,44,25,1,143
9,75,19,1,176
14,131,25,1,193
11,45,25,2,112
21,114,25,4,195
14,231,20,2,150
4,155,25,2,169
7,16,25,1,146
17,236,25,1,131
14,238,25,2,157
15,16,25,2,119
21,48,25,1,201
19,101,25,1,155
10,33,25,1,163
19,144,22,2,184
16,124,18,1,173
14,146,25,2,192
21,50,25,2,170
21,17,25,1,114
11,85,25,4,152
8,150,16,4,137
26,129,25,1,130
14,52,25,1,143
