p,r,w,v,T
14,0,25,2,185
9,0,16,1,173
12,0,25,1,154
13,3,21,1,143
14,2,25,1,102
18,1,25,2,123
16,7,25,1,143
8,5,25,1,137
15,10,25,2,105
15,1,25,4,128
22,11,25,1,106
22,10,25,2,191
10,22,17,1,154
17,12,25,1,184
16,17,25,1,182
17,9,25,2,163
8,30,22,2,122
13,13,20,1,124
16,14,25,1,109
19,18,25,4,186
12,7,22,2,190
15,20,25,1,169
13,3,16,1,147
18,14,25,1,125
17,19,25,2,110
8,9,15,4,138
9,16,25,2,174
18,13,25,2,128
20,3,25,1,113
19,14,25,4,152
11,56,25,2,119
16,15,25,4,114
21,60,25,1,176
19,31,25,1,193
17,13,22,4,194
16,17,22,4,135
12,18,25,4,146
18,46,25,1,130
14,41,25,1,135
25,5,25,1,157
18,75,25,1,196
13,10,22,1,125
20,5,25,1,182
18,27,25,1,116
10,16,25,1,168
23,11,25,1,111
12,50,25,1,136
15,37,25,1,165
21,60,25,1,117
18,12,25,1,115
