p,r,w,v,T
11,0,24,2,137
21,1,24,1,152
16,2,25,1,197
9,2,25,2,137
4,4,25,2,153
13,2,23,1,117
21,1,25,2,168
19,2,25,1,132
16,9,25,1,160
8,1,15,4,102
16,12,25,2,108
18,5,25,1,140
15,12,25,4,181
12,8,25,1,195
14,12,25,1,162
15,9,25,2,117
17,4,25,2,153
17,10,22,1,180
9,32,21,2,162
17,23,16,2,181
18,36,25,1,124
18,19,25,4,180
13,3,19,2,111
16,24,25,2,198
12,18,22,2,191
7,19,25,1,113
14,15,25,4,123
12,48,25,1,171
22,7,25,4,174
18,7,25,2,128
19,7,25,2,116
19,11,25,2,190
19,38,25,2,184
10,39,21,4,138
20,61,25,1,154
15,17,22,1,121
7,13,25,1,107
13,13,20,2,182
18,45,23,1,104
19,5,25,4,175
16,47,25,2,192
8,24,25,1,139
21,44,25,1,192
27,26,25,1,147
22,5,25,1,192
11,11,21,4,123
16,34,21,1,193
9,22,21,4,129
12,36,25,2,106
22,29,25,1,126
8,12,16,4,172
23,45,25,4,147
12,19,25,1,105
26,63,25,4,118
12,13,21,1,194
24,26,25,2,167
14,100,25,2,198
12,7,25,1,174
22,103,25,2,193
18,105,23,4,111
13,62,25,4,131
10,72,17,2,103
14,110,25,1,130
19,7,25,4,153
8,15,16,1,193
22,31,25,1,129
14,59,23,2,125
12,32,25,2,115
12,24,20,1,168
16,33,25,1,117
19,62,25,1,188
14,63,22,4,183
23,53,25,2,134
7,26,16,2,173
6,77,19,1,110
14,18,25,1,118
18,68,23,1,164
11,46,25,2,181
20,58,25,4,121
20,9,25,1,187
13,19,25,4,120
15,72,25,1,162
12,39,25,1,155
19,86,25,4,123
10,62,19,1,128
19,63,25,1,136
10,64,15,2,109
9,103,16,1,124
16,157,23,4,187
22,21,25,2,102
14,21,25,2,175
13,94,25,4,137
12,33,18,1,107
17,69,25,1,160
22,98,25,2,111
16,85,25,1,146
11,85,25,2,135
29,101,25,2,142
16,23,25,4,110
20,47,25,4,133
7,119,18,1,193
16,36,25,1,103
19,106,24,2,158
22,183,25,4,101
11,108,22,1,102
11,37,25,4,185
12,189,18,1,109
15,127,20,1,188
16,112,23,1,193
8,194,25,1,160
13,114,25,1,174
11,115,25,2,149
16,199,20,2,126
15,134,25,1,171
17,41,24,1,113
17,205,25,2,141
21,138,25,2,161
13,56,25,2,184
17,123,25,1,175
12,56,25,1,195
12,71,20,1,136
20,126,25,2,130
5,72,25,1,111
13,44,25,1,104
9,44,16,2,123
12,93,25,1,132
20,30,25,1,169
13,30,15,4,109
10,15,25,2,108
11,61,23,1,117
10,77,16,1,179
17,31,25,1,110
15,47,25,1,172
10,79,25,4,142
20,16,25,1,123
15,64,18,4,108
14,101,19,1,168
22,49,25,1,135
12,82,25,2,120
13,103,22,2,127
12,66,25,2,101
12,105,25,1,176
8,126,15,1,198
17,34,25,2,154
9,51,20,1,166
12,151,25,1,188
13,260,25,4,184
10,52,21,4,109
16,88,25,1,147
16,265,25,1,150
17,89,21,1,131
10,36,22,1,194
17,18,25,1,169
24,159,25,1,100
19,18,25,4,134
22,115,25,2,142
20,19,21,2,125
15,116,17,1,188
12,164,25,4,147
9,142,16,4,178
16,190,25,1,136
6,19,21,1,101
17,288,25,2,187
12,77,25,1,166
18,170,24,2,122
15,39,25,1,132
11,148,16,1,160
18,124,25,2,101
8,150,25,4,159
15,125,25,1,195
12,101,25,1,122
17,152,25,1,169
17,204,25,2,182
15,205,25,1,196
11,41,25,1,120
20,21,23,2,143
18,104,25,4,120
10,84,22,2,152
16,185,25,1,114
14,21,25,2,136
10,85,25,1,196
11,322,25,2,188
19,108,21,2,158
21,65,25,2,108
17,191,25,2,198
15,137,25,4,180
9,110,18,2,111
13,166,25,4,121
8,223,16,4,142
10,140,16,1,178
15,90,22,1,167
18,23,25,1,111
8,142,25,2,197
10,92,25,4,163
19,92,25,4,143
19,174,25,2,197
18,204,23,2,139
17,47,25,4,191
22,23,25,4,164
17,118,25,1,189
21,178,25,4,108
18,95,25,1,135
12,240,15,1,103
21,151,25,2,125
12,48,25,4,118
15,243,25,2,200
13,98,25,1,136
11,74,15,2,130
16,247,25,1,120
15,217,24,1,171
25,374,25,4,131
7,75,25,4,152
18,157,25,1,183
18,76,25,4,155
17,190,25,2,102
15,26,25,4,200
24,77,25,2,130
21,225,25,2,118
9,388,25,1,187
22,52,25,1,195
18,104,25,1,200
15,393,25,1,149
14,198,18,1,198
15,132,20,1,183
14,266,22,2,112
18,234,25,1,110
18,402,25,1,189
19,81,25,2,128
13,81,25,1,185
14,136,19,1,191
16,136,25,2,178
12,55,25,1,198
8,206,25,2,187
11,207,25,2,154
10,28,16,2,178
13,279,25,1,137
14,245,25,4,196
12,56,17,1,137
22,282,25,4,131
21,57,25,2,142
19,114,25,1,189
21,143,25,4,197
13,179,25,2,149
23,87,25,2,112
11,290,15,2,152
16,58,24,2,110
19,219,25,1,139
13,220,24,1,101
20,258,25,2,197
15,148,25,1,100
10,119,17,1,129
13,298,19,2,121
19,262,25,2,194
7,120,19,2,170
16,188,25,2,176
12,151,25,2,160
15,228,25,2,192
9,61,15,1,100
16,459,25,1,149
19,461,25,1,171
8,463,25,2,178
10,271,25,2,138
14,233,25,1,125
23,195,25,2,112
12,313,25,4,134
16,236,25,2,134
17,237,25,1,192
12,475,25,2,154
17,64,25,2,194
11,479,19,1,120
17,96,25,2,129
14,129,24,1,156
20,32,25,1,169
13,130,25,2,163
19,163,25,4,191
21,131,25,4,114
8,66,25,4,155
12,493,18,4,130
17,289,25,1,111
14,33,25,4,196
19,498,25,2,137
20,133,25,4,156
11,33,20,1,159
10,210,16,4,122
14,34,19,4,187
15,101,25,1,162
12,509,25,1,166
8,511,25,1,170
13,171,25,1,191
19,514,25,2,162
15,215,23,2,181
13,35,25,1,132
17,520,25,1,109
12,217,18,1,159
9,218,25,2,147
20,263,25,1,125
11,70,24,2,120
20,35,25,4,145
11,141,25,2,150
15,35,25,2,192
27,223,25,1,193
14,107,25,2,158
14,108,25,2,161
12,144,25,4,198
13,108,25,4,171
23,72,25,2,117
9,109,25,1,178
14,109,18,1,163
22,183,25,2,160
15,229,25,1,152
10,110,25,4,102
15,277,25,1,156
12,370,17,2,129
15,279,25,1,137
10,326,23,1,173
15,37,25,2,141
18,281,25,4,155
14,38,25,1,195
17,377,25,2,180
13,379,24,1,148
15,190,25,2,146
13,38,25,1,162
16,382,25,1,181
15,192,24,1,162
12,38,25,1,189
17,337,25,1,117
5,387,16,2,165
7,78,25,1,152
9,39,17,1,130
12,586,25,2,156
11,343,25,1,166
9,118,25,4,148
20,39,25,2,124
26,395,25,4,177
11,198,15,2,200
15,159,23,4,104
10,80,25,4,166
16,250,21,2,171
17,401,25,1,139
14,251,25,1,189
7,121,23,2,118
9,162,25,1,122
17,203,25,2,193
18,611,20,1,163
14,41,25,1,132
12,307,25,1,174
13,257,25,2,143
12,412,25,2,140
14,124,21,2,165
19,41,25,1,185
