p,r,w,v,T
11,0,24,2,187
17,1,25,1,157
19,2,25,2,184
19,3,25,4,132
17,4,25,4,191
27,1,25,1,183
16,4,25,4,193
14,5,25,1,165
21,10,25,2,159
13,11,25,1,170
24,11,25,2,150
16,8,25,2,103
8,7,25,4,144
20,24,25,2,103
17,26,25,1,168
14,9,25,1,179
16,29,25,1,137
18,4,25,2,126
14,33,25,2,168
21,23,25,4,156
16,25,25,1,129
12,13,23,4,197
16,8,25,4,167
9,3,25,2,123
17,6,25,4,112
11,23,25,1,120
11,3,24,1,143
13,50,25,1,184
15,30,25,1,199
20,7,25,2,119
18,55,24,1,172
13,33,25,1,128
12,29,25,2,178
10,20,20,2,129
18,36,25,2,173
25,13,23,2,118
17,28,25,1,100
9,5,24,1,135
22,9,25,2,127
10,30,25,1,160
18,49,25,1,139
17,20,25,1,127
19,26,25,2,187
13,53,25,2,178
18,34,23,2,105
16,34,25,2,131
10,56,25,1,184
9,50,25,1,115
18,29,25,1,160
18,60,25,2,130
8,18,16,1,137
18,12,25,4,188
16,40,25,2,110
24,26,25,4,145
20,99,25,2,130
17,59,25,2,155
20,21,25,4,148
18,70,25,2,104
12,62,25,1,112
17,7,25,1,111
8,7,25,2,172
16,56,25,1,198
17,15,25,1,200
18,23,25,1,176
13,118,21,1,172
18,80,25,4,196
15,16,25,4,117
25,8,25,2,111
15,42,20,1,180
10,63,15,4,108
18,43,22,1,139
16,9,25,2,100
16,26,25,4,107
10,67,16,1,144
13,45,17,1,151
17,37,25,2,140
6,93,16,2,165
20,28,25,2,170
17,48,25,1,150
17,73,25,4,173
13,29,25,2,124
9,50,16,1,103
16,75,22,1,107
19,64,25,2,170
16,31,23,1,104
21,21,25,4,183
13,105,25,1,178
5,107,18,4,197
14,67,25,1,118
15,55,25,2,151
24,69,25,4,157
20,84,19,4,170
20,169,25,2,110
8,85,25,1,174
14,101,25,1,140
15,35,25,1,124
21,118,25,1,189
18,59,25,1,148
18,105,25,2,187
9,182,25,4,197
7,12,15,2,165
11,37,25,2,183
21,12,25,1,125
21,63,25,1,175
23,127,25,1,112
23,193,25,2,137
16,97,25,4,126
12,66,19,1,173
16,199,25,2,145
15,100,25,1,142
11,40,25,4,180
7,27,20,1,106
13,55,25,1,195
14,42,25,2,144
21,70,25,1,141
16,123,19,2,193
11,124,25,1,106
15,72,25,1,148
11,127,25,2,159
16,91,19,1,194
20,44,25,4,156
11,111,19,1,137
20,45,25,2,167
15,75,25,2,200
22,152,25,2,110
17,77,20,1,178
10,62,20,2,132
11,117,25,2,195
15,16,25,2,118
18,237,25,1,199
15,159,22,2,138
14,64,25,1,180
15,121,18,2,117
9,49,15,4,179
20,144,25,2,113
13,50,25,4,142
13,83,25,1,161
20,252,25,2,168
16,51,25,4,116
7,256,16,2,155
17,129,25,1,131
19,52,25,1,165
20,174,25,4,174
17,263,20,1,173
20,71,17,2,123
15,178,25,1,195
12,72,17,1,152
18,18,19,1,101
21,73,25,1,125
16,114,25,4,185
17,161,25,1,199
17,116,25,1,104
14,163,25,1,123
7,117,25,1,183
19,283,25,2,165
23,19,25,2,147
11,143,25,2,169
18,96,25,2,132
15,194,25,1,128
14,170,25,1,146
22,196,25,1,184
17,79,18,4,161
10,79,21,4,156
13,175,16,1,181
23,176,25,2,163
20,303,25,2,129
13,20,25,1,172
13,20,20,1,167
9,82,20,4,170
11,129,25,4,156
21,83,25,4,170
13,157,25,1,196
6,132,25,4,164
11,106,15,2,165
11,213,25,1,146
12,64,25,4,123
19,22,25,1,182
16,65,25,1,105
15,87,25,1,187
13,165,25,4,180
15,88,25,2,151
14,166,25,4,157
11,67,16,4,151
15,140,25,1,112
18,225,25,2,159
8,198,17,1,156
19,114,24,1,175
13,46,25,2,165
18,173,25,4,138
20,23,25,1,124
21,146,25,1,144
25,351,25,4,136
15,206,25,1,171
18,148,25,4,108
19,178,25,1,182
19,149,25,4,169
21,24,23,4,173
10,241,17,4,113
16,97,25,1,186
21,366,25,1,148
5,49,25,2,140
21,369,25,2,170
21,25,25,1,167
14,155,25,1,175
13,50,25,1,164
16,220,25,1,150
12,221,25,1,169
23,25,25,1,109
15,382,25,4,161
10,160,25,4,119
9,26,25,1,150
16,52,25,4,173
13,227,18,1,124
14,26,25,1,131
10,164,19,1,124
12,263,25,2,126
20,397,25,4,185
19,80,25,2,199
21,27,25,4,170
19,201,25,2,167
13,81,25,1,165
23,135,25,1,112
14,109,18,1,110
19,109,25,4,144
17,27,25,2,181
14,83,23,2,136
18,415,22,2,103
14,56,25,1,189
21,279,25,4,103
12,140,25,2,143
22,176,25,1,186
15,283,25,2,173
8,57,16,1,159
15,114,25,1,105
14,115,25,4,109
17,252,25,1,117
18,289,18,1,133
20,29,25,4,177
17,292,18,4,200
20,439,25,1,105
16,257,25,4,141
11,258,17,1,187
22,30,25,2,186
20,119,25,1,172
11,449,19,1,167
16,30,25,2,144
9,30,16,4,114
8,61,18,1,149
16,91,25,4,200
15,122,16,4,180
12,230,19,1,186
17,461,25,1,173
15,154,25,1,192
14,124,22,1,138
19,125,25,1,161
19,94,25,2,200
12,196,25,1,152
13,157,25,2,145
13,63,25,2,153
12,278,25,4,148
14,159,23,2,189
9,480,16,2,116
14,32,25,1,193
12,201,25,2,168
13,129,25,4,108
14,65,25,1,157
