p,r,w,v,T
18,0,25,1,195
24,1,25,1,124
15,2,21,1,116
18,2,25,1,129
12,2,25,1,136
22,5,25,2,104
6,6,19,1,129
9,5,25,2,117
19,15,25,2,174
8,1,15,1,111
16,11,25,4,189
13,10,25,2,169
10,7,25,1,201
13,16,25,2,173
14,17,25,1,142
12,12,25,1,179
16,12,24,2,111
17,10,25,1,156
23,9,25,4,103
15,20,25,1,164
13,12,21,1,176
19,26,25,1,199
15,8,21,2,116
22,25,25,2,148
10,15,25,1,176
13,46,25,1,188
21,6,25,4,166
17,10,25,1,105
20,26,24,1,181
18,4,25,1,194
20,7,23,4,103
14,11,24,2,138
12,25,16,1,104
16,61,25,1,190
9,42,22,4,145
16,17,20,2,129
22,28,25,4,165
17,68,19,1,191
17,5,25,2,189
16,5,25,1,138
11,15,25,2,170
21,38,25,4,124
22,32,25,1,182
15,16,25,2,156
16,27,25,1,157
10,6,25,4,177
19,23,24,4,141
16,17,22,2,146
18,44,25,2,189
14,24,25,2,157
16,61,25,2,189
12,19,19,1,180
15,56,25,4,123
9,7,17,2,145
9,20,25,4,153
10,51,18,1,114
13,69,25,2,138
24,28,25,1,150
14,7,25,2,188
13,14,21,4,105
17,37,25,4,141
9,47,21,2,144
21,23,25,1,168
7,116,25,1,135
21,16,25,4,110
8,70,24,1,121
12,16,17,1,129
12,33,25,2,158
15,8,25,1,114
13,42,25,1,192
14,64,25,2,100
19,35,25,2,164
13,77,25,1,145
21,18,25,2,177
13,45,25,2,164
21,81,25,2,174
15,37,25,1,163
18,19,25,4,129
14,72,20,2,138
17,145,25,2,173
13,74,17,1,166
21,50,25,1,165
17,30,25,2,119
16,64,25,2,103
14,21,25,1,169
10,78,18,2,194
8,11,15,2,137
20,160,24,1,199
17,11,25,4,186
22,44,25,2,156
16,55,25,4,183
20,167,25,1,122
20,71,25,4,160
19,114,22,1,196
13,101,24,1,102
16,117,25,2,162
9,88,19,1,180
13,178,25,2,128
15,75,25,2,110
19,24,25,2,124
14,61,25,4,183
20,50,25,4,176
16,63,25,2,145
10,126,25,1,165
12,80,25,1,143
15,52,25,2,110
24,81,25,2,152
15,82,25,4,128
13,40,25,1,151
10,27,25,1,175
19,67,25,2,138
12,85,25,4,177
11,103,17,1,111
13,55,25,1,154
15,42,25,4,101
24,88,25,2,135
13,57,25,1,183
25,108,25,1,193
7,109,25,4,201
18,44,22,1,123
24,15,25,2,124
15,148,25,1,106
26,94,25,1,152
10,45,25,1,174
20,95,25,1,107
20,153,25,1,164
9,232,25,1,190
12,47,19,4,149
19,137,25,1,169
8,237,25,4,136
9,120,24,1,146
18,16,25,1,200
6,162,18,1,182
20,102,25,2,191
20,33,25,2,168
18,33,25,1,119
12,33,25,1,137
12,147,17,1,121
16,85,25,1,194
14,51,21,4,183
12,150,25,1,138
8,69,16,2,164
13,87,25,1,137
16,35,25,2,151
14,155,25,1,177
13,156,25,4,138
21,18,25,1,121
17,135,25,1,135
19,182,25,1,167
13,55,18,2,145
17,92,25,2,182
17,37,25,4,151
14,140,25,2,106
16,94,25,2,158
16,142,25,2,122
19,95,25,1,183
14,96,25,2,198
21,58,25,2,131
10,19,25,4,118
20,195,25,1,165
15,196,25,2,172
16,20,23,1,117
14,174,23,2,155
18,40,25,1,109
17,151,25,1,150
13,101,25,1,112
8,305,25,1,108
20,205,25,4,163
23,309,25,2,159
13,311,25,2,197
7,21,17,1,105
26,63,25,2,128
11,211,25,1,154
17,186,25,1,145
9,187,17,1,160
16,86,25,4,195
17,324,25,2,183
10,326,15,1,163
12,66,25,4,192
22,44,20,1,198
23,44,25,2,109
14,333,25,1,166
21,140,25,1,140
24,140,25,1,148
25,68,25,2,175
7,23,25,1,154
21,200,25,1,182
19,172,25,1,145
17,231,25,2,131
13,174,21,1,128
17,47,24,1,176
18,176,25,1,151
13,177,25,4,182
12,355,19,1,148
11,119,25,4,125
13,209,25,1,177
14,120,25,2,132
8,48,21,4,197
15,182,25,2,125
13,24,21,1,110
11,98,25,1,196
7,123,25,1,121
11,25,25,2,137
18,218,25,2,183
18,100,19,4,165
21,101,25,2,121
10,51,25,2,120
13,127,25,2,169
12,102,18,4,167
8,385,20,4,197
20,26,25,4,146
10,162,15,1,134
13,163,25,4,108
10,26,17,1,136
16,394,25,1,162
21,132,25,4,127
16,265,25,1,136
11,166,20,1,158
16,167,25,1,178
24,235,24,4,103
15,405,25,1,178
10,169,25,1,118
26,409,25,4,151
19,27,25,1,182
13,27,25,1,181
11,83,17,1,171
12,28,18,1,164
13,84,21,4,121
8,112,25,1,178
21,281,25,1,186
16,176,25,1,200
13,425,19,1,153
9,249,25,1,195
19,429,25,2,162
17,57,25,2,101
16,216,25,1,134
14,145,25,1,113
13,29,17,1,152
18,292,25,1,113
9,59,25,1,109
9,147,17,2,167
8,296,16,1,119
15,30,19,1,160
13,89,25,2,113
17,120,25,1,108
18,188,25,2,137
16,121,20,4,165
18,30,21,1,110
8,266,25,1,129
18,191,25,4,175
11,92,25,1,191
13,123,22,2,118
16,124,25,1,179
23,466,24,4,121
18,62,25,1,106
20,31,25,1,149
16,314,25,4,104
9,315,25,2,127
6,95,25,1,111
18,318,25,1,106
17,64,25,1,195
13,320,21,4,111
18,281,25,1,134
14,323,25,2,131
20,243,24,1,108
12,244,25,1,107
18,489,25,1,197
19,491,25,1,170
16,493,25,1,117
16,132,25,2,195
15,497,25,1,137
18,291,25,1,107
19,33,25,2,130
7,134,25,2,198
27,252,25,2,167
11,101,25,2,139
10,169,25,2,189
19,102,23,2,151
19,68,25,1,184
21,103,25,1,142
9,343,25,1,153
18,345,25,4,129
14,69,22,4,114
25,139,25,1,126
12,70,25,2,146
15,140,25,1,123
23,307,25,1,102
21,308,25,4,184
14,309,19,1,177
11,71,19,2,135
