Deadline ,1 0 0 0,0 1 0 0,0 0 1 0,0 0 0 1,0.5 0.5 0 0,0.5 0 0.5 0,0.5 0 0 0.5,0 0.5 0.5 0 0,0 0.5 0 0.5,0 0 0.5 0.5,0.34 0.33 0.33 0,0.34 0.33 0 0.33,0.34 0 0.33 0.33,0 0.33 0.34 0.33,0.25 0.25 0.25 0.25,
POH,842.3453187779032,859.414297396653,838.9330169400614,809.1284527590078,858.326742211369,847.542629513661,826.7656416402178,860.3930057647834,835.5799732996479,822.4047341762837,856.5794861258091,839.4193413925634,832.0934489046778,847.9775699750542,847.2365055669472,
POH,1069.497237080005,1059.9083460993982,1066.6158882793125,1056.408880023939,1067.6759793308465,1062.8368967913643,1069.635226493826,1064.8126580482983,1048.6518492250723,1046.9445837606381,1058.0693637187214,1079.672090954155,1054.7674770021065,1054.1901183563066,1059.0448836222706,
POH,1451.6744924726127,1412.8301179004388,1455.2769810499808,1423.5072968505806,1438.3564133495543,1463.1390158278468,1448.4193727460643,1442.1061253609118,1424.5726151559302,1451.5185653989947,1459.051830572131,1441.4248266149536,1458.3602404214457,1451.4690617968647,1450.0083686786754,
POH,1135.450775068042,1140.5818126029903,1144.2311920387078,1120.8180865679894,1146.4958854136164,1146.705654357585,1127.0552652966367,1140.6834203626054,1133.5036690836107,1136.401273283985,1147.642437422506,1144.056759493056,1129.8019922000074,1149.1093873844657,1149.3217318580234,
POH,1356.8937437832706,1317.7858040196452,1365.8366625567182,1332.8468883350401,1338.4713613955732,1361.7479753144773,1346.3926605471916,1344.8470657523637,1332.3924192313225,1357.1986736820988,1358.3936356711772,1348.4920533646443,1360.9048206178463,1360.478428288275,1349.3955516223705,
POH,265.91934468058537,262.12436705050845,267.4097014221386,258.8214786473918,262.5630634067639,267.00236265765864,259.37619511695465,263.88160085939245,257.25266930363546,260.9450421169353,266.96578829462163,261.16166138989695,266.044970262572,261.59601270942414,264.6495171558124,
POH,922.6844327528827,966.9737840929702,929.5851157782166,891.4615408449031,949.8231175988435,920.3184495516174,902.8094353976678,961.5442822564189,929.3886523631671,914.0880944824663,945.3860720710816,938.2215616307258,917.7480734693382,946.0502497442844,947.4912654870204,
POH,875.5217702300394,877.9345403611632,873.2559519435359,845.394712301816,874.3995318831751,898.7527054777536,862.6890424042289,889.072637602886,867.1076766858966,863.7984243379157,890.7629051797423,869.9122221284284,881.1070942874157,880.5070594947541,878.8257049544113,
POH,1192.1008647327812,1177.0468168763705,1196.1490317638472,1156.4435078757738,1187.3260967315737,1199.585071830195,1165.8732431980209,1186.045145767404,1154.6756873860757,1171.0504210619918,1181.3033314993193,1168.9997579611297,1192.966455566906,1174.541986854901,1181.241806084473,
POH,1134.740854223789,1137.6636919284315,1131.693888826861,1098.3643697495295,1146.7593645136674,1134.5831373924989,1113.9168831560967,1147.2998751494647,1121.3506620272574,1127.3652226326335,1151.0947851655797,1132.4321431334406,1134.2356679944282,1139.2051564941805,1145.5075485360042,
POH,1253.8954091095147,1239.751532467324,1264.7710903998438,1224.8929939167524,1257.7371659175546,1272.006167498557,1250.846679893627,1267.9983020433722,1234.876826800053,1252.322539463849,1268.3894592824354,1253.3636025953565,1265.11642694782,1255.2579289170358,1260.8527239908442,
POH,892.3611861485718,868.5713353993078,904.7372216577289,872.9044572338353,886.5562083709503,895.4634395189386,884.0789692428293,893.520266952311,873.2545182290673,889.1983101292034,898.6368317395586,880.7827351657216,887.4370221238298,879.8222797879066,886.4791676032027,
POH,1087.4731653871715,1107.4797050668817,1121.1210676164683,1058.0401206655422,1115.1231860434302,1118.427232739437,1079.997732122286,1127.8650447529224,1098.2516392011084,1085.3223563477204,1117.326150184675,1103.7107053743944,1099.6897453591114,1104.1315149613845,1103.357907253143,
POH,1489.7608939054887,1432.3086820993205,1508.767148600633,1453.018149895573,1467.20633805228,1504.6628183488858,1467.6512050872739,1491.1847103474804,1441.433424503855,1486.171722010288,1488.599409057899,1453.7570013249383,1481.8467249126006,1480.2190910690788,1466.4151448593557,
POH,979.6943615686523,968.6037479872447,969.4890066935836,922.8015966378114,977.4150288245121,981.3019964433581,962.6620436903509,983.2946380788028,959.1059549588733,955.1410054136771,992.4698225876662,958.4792292234142,959.5509668293896,967.4374560960566,976.8590845994063,
POH,1483.856061252117,1424.7643157719253,1490.3845198974345,1430.2297698717312,1472.9091222261493,1505.2511438569,1467.5170394249478,1493.1727743775566,1435.1712228439471,1481.8271846636408,1498.3589505877671,1462.4990325871136,1491.059120180405,1458.8817035533907,1479.6023202327456,
POH,878.8108982555267,917.1394850094106,861.96882148706,815.1672183017887,914.7582216614456,867.6525543833503,849.9719437891533,908.9141052415465,906.4236759583292,847.4951407889411,910.4261094291751,894.0441273543349,850.7800611059207,891.0687053930042,893.17743321339,
POH,1271.4715281646415,1248.7194881339342,1271.2680443967795,1213.1614520533285,1262.216749341916,1275.8466667601504,1237.8120927360603,1268.5623419583453,1225.2779899295213,1241.2054315306739,1281.4366746648147,1236.7349209461597,1245.4901811988752,1250.2168813774697,1252.0999484171932,
POH,768.9404034384467,792.2017324672682,764.060502191623,727.9416065911228,789.2370598282744,774.9060450336423,758.4541313515113,794.0532890339805,770.3837261660817,763.3574506762026,799.2207077980097,780.3368748921558,772.2407788795833,785.7357560812691,787.8359737272042,
POH,830.5733196534874,944.0306893831605,851.926106353497,797.2496375190963,920.2133732473446,847.6378968923203,808.6203984733272,924.3774004222896,890.6156573160426,816.4968053010851,903.6084239944624,887.5942069069381,820.526886007161,887.083851663253,895.601252072694,
POH,1410.9558912994269,1340.3214187482185,1423.0499843254654,1318.014839850472,1391.2401558505596,1425.0916093432863,1372.7120886654861,1374.5470220017187,1325.5255144122234,1378.0859130026497,1404.7490293530439,1350.4780111347936,1388.945523026939,1373.6520708904427,1376.103855963479,
